REMITO;FECHA;CLIENTE;TOTAL DELOREAN;TOTAL UTIL
5286;2018-10-18;asamblea tx2;0;0
5287;2018-10-18;santos tx2;0;0
5288;2018-10-18;caseros tx2;0;0
5289;2018-10-18;choy tx2;1682,4408000000005;1682,4408000000005
5290;2018-10-18;lalee tx2;1133,088;1133,088
5304;2018-10-19;NULL;4710,528000000001;4710,528000000001
5305;2018-10-19;NULL;4402,200000000001;4402,200000000001
5306;2018-10-19;NULL;16279,718400000007;16279,718399999998
5307;2018-10-19;NULL;10359,820800000001;10359,8208
5308;2018-10-19;NULL;5558,720000000001;5558,72
5310;2018-10-19;NULL;5211,590000000001;5211,590000000001
5321;2018-10-19;NULL;45428,4;45428,399999999994
5331;2018-10-20;asamblea tx2;104,98000000000003;104,98000000000002
5339;2018-10-21;alem vicente tx2;0;0
5340;2018-10-21;boedo cordoba tx2;0;0
5341;2018-10-21;marquez tx2;0;0
5342;2018-10-21;mitre san martin tx2;0;0
5343;2018-10-21;carrillo tx2;0;0
5344;2018-10-21;herrera celina tx2;0;0
5345;2018-10-21;vicente grande tx2;0;0
5346;2018-10-21;moron tx2;0;0
5347;2018-10-21;martin solano;0;0
5348;2018-10-21;martin 2521 tx2;0;0
5349;2018-10-22;lanus tx2;0;0
5350;2018-10-22;tapiales tx2;0;0
5351;2018-10-23;mercedes tx2;0;0
5352;2018-10-23;merlo tx2;0;0
5353;2018-10-23;san moron tx2;0;0
5354;2018-10-24;castillo tx2;0;0
5355;2018-10-24;lucas castillo tx2;0;0
5356;2018-10-24;maipu 24 tx2;0;0
5357;2018-10-24;lopez tx2;0;0
5359;2018-10-24;forest 581 tx2;0;0
5360;2018-10-24;parque chas tx2;0;0
5361;2018-10-25;juan cesar;0;0
5362;2018-10-25;belgrano tx2;0;0
5363;2018-10-25;san wilde tx2;0;0
5364;2018-10-25;mitre avellaneda tx2;0;0
5366;2018-10-27;laferrere tx2;0;0
5367;2018-10-27;lafenacional;0;0
5368;2018-10-27;jhonny grand bourg tx2;0;0
5369;2018-10-27;big store;0;0
5370;2018-10-27;rolon tx2;0;0
5371;2018-10-29;bocuzzi tx2;0;0
5372;2018-10-29;solano tx2;0;0
5373;2018-10-29;beccar tx2;0;0
5374;2018-10-29;pto lacroze;0;0
5375;2018-10-29;albarellos tx2;0;0
5376;2018-10-29;florida-martin tx2;0;0
5377;2018-10-29;san pedro tx2;0;0
5378;2018-10-30;mitre san martin tx2;0;0
5379;2018-10-30;moreno tx2;0;0
5380;2018-10-30;lujan tx2;0;0
5381;2018-10-30;moreno nemesio;0;0
5382;2018-10-30;rivadavia 18029;0;0
5383;2018-10-31;mosconi belgrano tx2;0;0
5384;2018-10-31;peron miguel;0;0
5385;2018-11-01;glew tx2;0;0
5386;2018-11-01;calzada tx2;0;0
5387;2018-11-01;gerardo tx2;0;0
5388;2018-11-01;balbin tx2;0;0
5389;2018-11-02;NULL;31606;31606
5391;2018-11-04;asamblea tx2;0;0
5392;2018-11-04;medrano tx2;0;0
5393;2018-11-04;silvio serrano;0;0
5394;2018-11-04;alsina tx2;0;0
5395;2018-11-04;pellegrini rodriguez;0;0
5396;2018-11-04;zac navarro;0;0
5397;2018-11-04;navarro las heras;0;0
5398;2018-11-04;moreno tx2;0;0
5399;2018-11-04;moreno nemesio;0;0
5400;2018-11-04;lujan tx2;0;0
5401;2018-11-04;san pedro tx2;0;0
5402;2018-11-05;ciudadela tx2;0;0
5403;2018-11-05;soler tx2;0;0
5404;2018-11-05;la terminal;0;0
5405;2018-11-05;rodriguez tx2;0;0
5407;2018-11-05;lynmartin tx2;0;0
5409;2018-11-05;balbin tx2;0;0
5410;2018-11-05;españa tx2;0;0
5411;2018-11-05;independencia tx2;0;0
5412;2018-11-05;san pedro tx2;0;0
5413;2018-11-05;pellegrini rodriguez;0;0
5414;2018-11-05;calzada tx2;0;0
5415;2018-11-05;glew tx2;0;0
5416;2018-11-05;alsina tx2;0;0
5417;2018-11-05;asamblea tx2;0;0
5418;2018-11-05;medrano tx2;0;0
5423;2018-11-05;pilar miguel tx2;-522,72;-522,72
5434;2018-11-06;NULL;108197,46880000002;108197,4688
5435;2018-11-06;NULL;190519,2468;190519,24679999996
5436;2018-11-06;NULL;99644,77720000004;99644,77720000004
5437;2018-11-06;flores tx2;0;0
5438;2018-11-06;rivadavia tx2;0;0
5440;2018-11-06;cordoba tx2;0;0
5441;2018-11-06;mitre avellaneda tx2;0;0
5442;2018-11-06;illia french;0;0
5443;2018-11-06;cesar;0;0
5444;2018-11-06;pellegrini rodriguez;0;0
5445;2018-11-06;cabildo 1757;0;0
5447;2018-11-06;martin triunvirato;0;0
5448;2018-11-07;yrigoyen paz;190,8;190,8
5449;2018-11-07;san isidro tx2;172,60800000000003;172,60800000000003
5458;2018-11-08;bingocrovara tx2;0;0
5459;2018-11-08;podesta tx2;0;0
5460;2018-11-08;julieta lanus tx2;0;0
5461;2018-11-08;galicia tx2;0;0
5462;2018-11-08;lalee tx2;0;0
5463;2018-11-08;lavalle tx2;0;0
5464;2018-11-08;peron miguel;0;0
5466;2018-11-08;luis lavalle tx2;0;0
5467;2018-11-08;marquez tx2;0;0
5475;2018-11-09;castillo tx2;1109,9808000000005;1109,9808
5491;2018-11-09;NULL;48291,96000000001;48291,96000000001
5492;2018-11-09;NULL;1479,9744000000003;1479,9744
5493;2018-11-09;NULL;63855,00720000001;63855,00720000001
5494;2018-11-09;silvio serrano;4710,528000000001;4710,528000000001
5513;2018-11-10;liniers tx2;0;0
5514;2018-11-10;castillo tx2;0;0
5515;2018-11-10;alsina tx2;0;0
5516;2018-11-10;peron 3513 tx2;0;0
5517;2018-11-10;gaona tx2;0;0
5518;2018-11-11;zac 25 de mayo;0;0
5519;2018-11-11;diego santa fe;0;0
5520;2018-11-11;xeng tx2;0;0
5530;2018-11-12;merlo tx2;0;0
5531;2018-11-12;martin merlo;0;0
5532;2018-11-12;martin 2521 tx2;0;0
5533;2018-11-12;martelo tx2;0;0
5534;2018-11-12;la matanza tx2;0;0
5535;2018-11-12;eva tx2;0;0
5536;2018-11-12;alberdi tx2;0;0
5538;2018-11-13;solano tx2;668,6124000000002;668,6124
5551;2018-11-13;NULL;42761,399999999994;42761,399999999994
5553;2018-11-14;torcuato tx2;0;0
5554;2018-11-14;yerbal cabildo tx2;0;0
5555;2018-11-14;beiro 4285 tx2;0;0
5556;2018-11-14;lynmartin tx2;0;0
5557;2018-11-14;chacarita tx2;0;0
5558;2018-11-14;lanuperon tx2;0;0
5559;2018-11-14;rolon tx2;417,3912;417,3912
5574;2018-11-14;beccar tx2;0;0
5575;2018-11-14;rolon tx2;0;0
5576;2018-11-14;mitre san martin tx2;0;0
5577;2018-11-14;san martin tx2;0;0
5578;2018-11-14;libreria jorge;0;0
5581;2018-11-15;san jose tx2;0;0
5582;2018-11-15;cesar;0;0
5583;2018-11-15;caseros tx2;0;0
5584;2018-11-15;caseros crovara tx2;0;0
5585;2018-11-15;santos tx2;0;0
5586;2018-11-15;saladillo tx2;0;0
5593;2018-11-16;NULL;463,2982;463,2982
5594;2018-11-16;NULL;0;0
5595;2018-11-16;NULL;25502,031599999995;25502,031600000002
5596;2018-11-17;NULL;143557,5168000001;143557,51680000007
5597;2018-11-17;NULL;100638,25920000006;100638,25920000004
5598;2018-11-17;NULL;85869,83520000005;85869,83520000005
5599;2018-11-17;NULL;19155,31200000001;19155,31200000001
5600;2018-11-17;NULL;59828,89080000001;59828,8908
5601;2018-11-17;NULL;60067,58400000003;60067,58400000003
5602;2018-11-17;NULL;51147,64800000002;51147,64800000002
5603;2018-11-18;NULL;11958,630000000003;11958,630000000003
5604;2018-11-18;NULL;-7119,119999999999;-7119,119999999999
5605;2018-11-18;NULL;12107,0824;12107,082399999988
5606;2018-11-19;nazca 2968 tx2;0;0
5607;2018-11-19;3 de febrero tx2;0;0
5609;2018-11-19;claypole tx2;0;0
5611;2018-11-19;laferrere tx2;0;0
5612;2018-11-19;cesar;0;0
5613;2018-11-19;caseros tx2;0;0
5614;2018-11-19;caseros crovara tx2;0;0
5615;2018-11-19;libreria jorge;0;0
5616;2018-11-19;santos tx2;0;0
5617;2018-11-19;san martin tx2;0;0
5618;2018-11-19;rolon tx2;0;0
5619;2018-11-19;torcuato tx2;0;0
5633;2018-11-19;alsina tx2;0;0
5634;2018-11-19;pilar miguel tx2;0;0
5635;2018-11-19;soler tx2;0;0
5636;2018-11-19;lujan tx2;0;0
5637;2018-11-20;calzada tx2;673,3104000000001;673,3104
5648;2018-11-20;illia santamarina;0;0
5649;2018-11-20;belgrano tx2;0;0
5650;2018-11-20;marcos paz tx2;0;0
5651;2018-11-20;ramos tx2;0;0
5652;2018-11-20;beiro 4285 tx2;0;0
5653;2018-11-21;libreria thomas;2245,6212;2245,6212
5670;2018-11-21;veronica tx2;0;0
5671;2018-11-22;laoeste tx2;0;0
5672;2018-11-22;san isidro tx2;0;0
5673;2018-11-22;avenida de mayo tx2;0;0
5674;2018-11-22;libreria windsor ;0;0
5675;2018-11-22;urquiza tx2;0;0
5676;2018-11-22;el jaguel tx2;0;0
5677;2018-11-22;avellaneda tx2;0;0
5678;2018-11-22;tapia escobar tx2;0;0
5683;2018-11-23;independencia tx2;275,88;275,88
5684;2018-11-23;independencia tx2;275,88;275,88
5689;2018-11-24;lomas rosas;0;0
5690;2018-11-24;independencia tx2;0;0
5691;2018-11-24;moreno mitre tx2;0;0
5692;2018-11-24;vicente jose tx2;0;0
5694;2018-11-25;mitre san martin tx2;0;0
5695;2018-11-26;avellaneda 3431;0;0
5696;2018-11-26;avellaneda 1961;0;0
5697;2018-11-26;juan mansilla tx2;0;0
5698;2018-11-26;8000 tx2;0;0
5699;2018-11-26;asamblea tx2;0;0
5700;2018-11-26;santa fe tx2;0;0
5701;2018-11-26;santa fe 3480;0;0
5703;2018-11-26;illia arieta tx2;0;0
5704;2018-11-27;josecpaz tx2;0;0
5705;2018-11-28;lanuperon tx2;471,05280000000016;471,0528000000001
5717;2018-11-28;eduardo rivadavia;0;0
5718;2018-11-28;riva 7579 tx2;0;0
5719;2018-11-28;illia murguiondo;0;0
5720;2018-11-28;jose maria moreno tx2;0;0
5721;2018-11-28;acoyte tx2;0;0
5731;2018-11-29;mitre san martin tx2;0;0
5732;2018-11-29;santos tx2;0;0
5733;2018-11-29;linazca tx2;0;0
5734;2018-11-29;san luisa tx2;0;0
5735;2018-11-29;luisa tx2;0;0
5736;2018-11-29;lynmartin tx2;0;0
5737;2018-11-29;constituyentes tx2;0;0
5738;2018-11-29;kimi tx2;0;0
5739;2018-11-30;castillo tx2;258,91200000000003;258,91200000000003
5743;2018-11-30;martelo tx2;1321,2400000000002;1321,2400000000002
5751;2018-11-30;ruta 23 tx2;0;0
5753;2018-11-30;castillo tx2;0;0
5754;2018-11-30;peron 3513 tx2;0;0
5755;2018-11-30;lafeluro tx2;0;0
5757;2018-12-03;beiro 4285 tx2;0;0
5758;2018-12-03;congreso tx2;0;0
5759;2018-12-03;cordoba tx2;0;0
5760;2018-12-03;rivadavia 2379 tx2;0;0
5761;2018-12-03;chacarita tx2;0;0
5762;2018-12-03;jose maria moreno tx2;0;0
5763;2018-12-03;ruta 23 tx2;0;0
5764;2018-12-03;santa fe tx2;0;0
5765;2018-12-04;estrada tx2;0;0
5766;2018-12-04;mercedes tx2;0;0
5767;2018-12-04;corrientes 2 tx2;0;0
5769;2018-12-04;florida-martin tx2;0;0
5770;2018-12-04;gaona tx2;0;0
5771;2018-12-04;lavalle tx2;0;0
5785;2018-12-05;NULL;107712,41999999998;107712,42
5786;2018-12-05;NULL;95050,22599999998;95050,22600000002
5787;2018-12-05;noi tx2;0;0
5788;2018-12-05;NULL;167458,99200000003;167458,99200000003
5789;2018-12-05;NULL;75231,89280000002;75231,89280000002
5790;2018-12-05;NULL;51103,59120000001;51103,591199999995
5791;2018-12-05;beccar tx2;63,64340000000001;63,64340000000001
5809;2018-12-05;podesta tx2;0;0
5810;2018-12-05;beccar tx2;0;0
5811;2018-12-05;big store;0;0
5817;2018-12-06;lomas yrigoyen;0;0
5818;2018-12-06;san wilde tx2;0;0
5819;2018-12-06;galicia tx2;0;0
5820;2018-12-08;forest 581 tx2;0;0
5821;2018-12-08;franco 5827;0;0
5822;2018-12-08;olavarria tx2;0;0
5823;2018-12-08;alberdi tx2;0;0
5824;2018-12-09;CASA CAMI;0;0
5825;2018-12-10;martin triunvirato;0;0
5826;2018-12-10;maipu 24 tx2;0;0
5827;2018-12-10;lopez tx2;0;0
5828;2018-12-10;boedolomas tx2;0;0
5829;2018-12-10;centenario 234 tx2;0;0
5834;2018-12-11;alsina tx2;471,05280000000016;471,0528000000001
5841;2018-12-11;mitre avellaneda tx2;0;0
5842;2018-12-11;xeng tx2;0;0
5843;2018-12-12;NULL;-3629,5820000000003;-3629,5820000000003
5844;2018-12-12;nico lomas tx2;0;0
5845;2018-12-12;25 avellaneda tx2;0;0
5846;2018-12-12;san jose tx2;0;0
5847;2018-12-12;pellegrini rodriguez;0;0
5848;2018-12-12;mitre san martin tx2;0;0
5849;2018-12-12;3 de febrero tx2;0;0
5850;2018-12-13;marquez tx2;6393,84;6393,84
5851;2018-12-13;3 de febrero tx2;123,33120000000002;123,33120000000001
5864;2018-12-13;castillo tx2;173,21699999999998;173,21699999999998
5870;2018-12-13;3 de febrero tx2;123,33120000000002;123,33120000000001
5871;2018-12-13;alsina tx2;0;0
5872;2018-12-13;castillo tx2;0;0
5873;2018-12-13;tapia escobar tx2;0;0
5874;2018-12-13;lafenacional;0;0
5881;2018-12-15;illia french;0;0
5882;2018-12-15;illia santamarina;0;0
5883;2018-12-15;casares tx2;0;0
5885;2018-12-15;martin merlo;0;0
5886;2018-12-15;merlo libertador;0;0
5887;2018-12-15;soler tx2;0;0
5888;2018-12-16;marquez tx2;0;0
5889;2018-12-16;maipu yerbal tx2;0;0
5890;2018-12-16;rolon tx2;0;0
5891;2018-12-17;mosconi tx2;0;0
5892;2018-12-17;liniers tx2;0;0
5900;2018-12-18;pacheco tx2;0;0
5902;2018-12-18;cordoba tx2;1697,5440000000003;1697,5440000000003
5920;2018-12-18;nazca 2968 tx2;0;0
5921;2018-12-18;kimi tx2;0;0
5922;2018-12-18;laferrere tx2;0;0
5923;2018-12-18;lafenacional;0;0
5924;2018-12-18;catan tx2;0;0
5925;2018-12-18;martin merlo;0;0
5926;2018-12-18;merlo libertador;0;0
5927;2018-12-18;soler tx2;0;0
5928;2018-12-18;casares tx2;0;0
5929;2018-12-18;illia french;0;0
5930;2018-12-18;illia santamarina;0;0
5942;2018-12-19;NULL;91678,23360000005;91678,23360000005
5943;2018-12-19;NULL;90278,43840000003;90278,43840000001
5944;2018-12-19;NULL;99493,33920000002;99493,3392
5945;2018-12-19;NULL;21070,843200000007;21070,843200000007
5946;2018-12-19;NULL;59027,99200000001;59027,992000000006
5947;2018-12-19;NULL;58096,09439999998;58096,09439999998
5948;2018-12-19;NULL;62547,37400000002;62547,37400000002
5950;2018-12-19;peron 3513 tx2;0;0
5951;2018-12-19;munro mitre tx2;0;0
5952;2018-12-19;avenida de mayo tx2;0;0
5953;2018-12-19;moreno tx2;0;0
5954;2018-12-19;moreno mitre tx2;0;0
5955;2018-12-19;rodriguez tx2;0;0
5956;2018-12-19;lujan tx2;0;0
5957;2018-12-19;urquiza tx2;0;0
5958;2018-12-19;beiro 4285 tx2;0;0
5959;2018-12-20;martin solano;0;0
5960;2018-12-20;solano tx2;0;0
5961;2018-12-20;españa tx2;0;0
5962;2018-12-20;bocuzzi tx2;0;0
5963;2018-12-20;pellegrini rodriguez;0;0
5964;2018-12-20;vergara tx2;0;0
5965;2018-12-20;jauretche tx2;0;0
5966;2018-12-20;caseros crovara tx2;0;0
5967;2018-12-20;santos tx2;0;0
5968;2018-12-20;lynmartin tx2;0;0
5970;2018-12-21;asamblea tx2;0;0
5971;2018-12-21;solano tx2;0;0
5972;2018-12-21;rivadavia tx2;0;0
5973;2018-12-25;alsina tx2;0;0
5975;2018-12-25;beiro 4285 tx2;0;0
5976;2018-12-26;yerbal cabildo tx2;0;0
5978;2018-12-26;galicia tx2;0;0
5980;2018-12-26;belgrano tx2;0;0
5981;2018-12-26;lalee tx2;0;0
5982;2018-12-26;lanus tx2;0;0
5983;2018-12-26;lanuperon tx2;0;0
5984;2018-12-26;laoeste tx2;0;0
5985;2018-12-26;beccar tx2;0;0
6002;2018-12-27;NULL;40002,600000000006;40002,6
6004;2018-12-27;san wilde tx2;0;0
6005;2018-12-27;cordoba tx2;0;0
6007;2018-12-27;san martin tx2;0;0
6008;2018-12-27;mitre san martin tx2;0;0
6009;2018-12-27;jose maria moreno tx2;0;0
6010;2018-12-27;3 de febrero tx2;0;0
6011;2018-12-28;marcos paz tx2;0;0
6012;2018-12-28;beccar tx2;0;0
6013;2018-12-28;podesta tx2;0;0
6014;2018-12-28;podesta tx2;6515,35;6515,35
6032;2018-12-28;LAS ROCAS;0;0
6035;2018-12-31;NULL;0;0,00000000000022737367544323206
6036;2018-12-31;NULL;65245,27880000001;65245,27880000001
6037;2018-12-31;NULL;30394,598400000003;30394,598400000003
6070;2019-01-08;urquiza tx2;834,7824;834,7824
6081;2019-01-08;mosconi tx2;880,15;880,1500000000001
6083;2019-01-09;celina tx2;0;0
6084;2019-01-09;herrera celina tx2;0;0
6085;2019-01-09;castillo tx2;0;0
6086;2019-01-09;santa fe 3480;0;0
6088;2019-01-09;banfield tx2;0;0
6089;2019-01-09;rodriguez tx2;0;0
6091;2019-01-09;beiro 4285 tx2;0;0
6092;2019-01-09;illia french;0;0
6093;2019-01-09;mosconi tx2;0;0
6094;2019-01-09;martin triunvirato;0;0
6095;2019-01-09;santa fe tx2;0;0
6097;2019-01-09;boedolomas tx2;3604,2708000000007;3604,2708000000002
6098;2019-01-09;solano tx2;3785,0800000000013;3785,0800000000004
6111;2019-01-10;jose maria moreno tx2;1997,0443999999998;1997,0444
6126;2019-01-10;NULL;-610,5312000000001;-610,5312
6127;2019-01-10;NULL;8879,846400000002;8879,8464
6128;2019-01-10;NULL;-1479,9744000000003;-1479,9744
6129;2019-01-10;NULL;8556,48;8556,48
6131;2019-01-11;peron 3513 tx2;0;0
6132;2019-01-11;ciudadela tx2;0;0
6133;2019-01-13;big store;0;0
6134;2019-01-13;san isidro tx2;0;0
6135;2019-01-13;beccar tx2;0;0
6136;2019-01-13;lynmartin tx2;0;0
6137;2019-01-14;martin triunvirato;0;0
6138;2019-01-14;perfumeria triunvirato;0;0
6154;2019-01-15;saladillo tx2;0;0
6155;2019-01-15;gaona tx2;0;0
6156;2019-01-15;cabildo 1757;0;0
6157;2019-01-15;xeng tx2;0;0
6166;2019-01-15;san moron tx2;0;0
6167;2019-01-15;soler tx2;0;0
6168;2019-01-15;lanuperon tx2;0;0
6169;2019-01-15;belgrano tx2;0;0
6170;2019-01-15;lynmartin tx2;0;0
6171;2019-01-15;lanus tx2;0;0
6173;2019-01-15;lujan tx2;0;0
6174;2019-01-16;balbin miguel;0;0
6175;2019-01-16;jhonny grand bourg tx2;0;0
6176;2019-01-16;jose maria moreno tx2;0;0
6177;2019-01-16;linazca tx2;0;0
6178;2019-01-16;cuenca tz2;0;0
6179;2019-01-16;lin tx2;0;0
6180;2019-01-16;katinazca tx2;0;0
6181;2019-01-17;gerardo tx2;0;0
6182;2019-01-17;castillo tx2;0;0
6183;2019-01-17;ciudadela tx2;0;0
6184;2019-01-17;martin triunvirato;0;0
6185;2019-01-17;santa fe 3480;0;0
6186;2019-01-17;santa fe tx2;0;0
6187;2019-01-17;xeng tx2;0;0
6188;2019-01-17;cabildo 1757;0;0
6189;2019-01-17;gaona tx2;0;0
6190;2019-01-17;soler tx2;0;0
6191;2019-01-17;san moron tx2;0;0
6195;2019-01-17;mosconi tx2;0;0
6198;2019-01-17;NULL;105730,18360000002;105730,18360000002
6199;2019-01-17;NULL;99526,67760000004;99526,67760000004
6200;2019-01-17;NULL;32147,6832;32147,683200000007
6201;2019-01-18;moreno tx2;0;0
6202;2019-01-18;moreno nemesio;0;0
6203;2019-01-18;moreno mitre tx2;0;0
6205;2019-01-18;peron 3513 tx2;0;0
6206;2019-01-18;herrera celina tx2;0;0
6207;2019-01-18;big store;0;0
6208;2019-01-18;beccar tx2;0;0
6209;2019-01-18;san isidro tx2;0;0
6210;2019-01-19;laoeste tx2;0;0
6211;2019-01-21;juan mansilla tx2;0;0
6212;2019-01-21;avellaneda 3431;0;0
6213;2019-01-21;avellaneda 1961;0;0
6214;2019-01-21;beiro 4285 tx2;0;0
6215;2019-01-21;lujan tx2;0;0
6221;2019-01-22;laferrere tx2;0;0
6222;2019-01-22;castillo tx2;0;0
6223;2019-01-22;lucas castillo tx2;0;0
6224;2019-01-22;rivadavia 18029;0;0
6225;2019-01-22;moron belgrano tx2;0;0
6226;2019-01-22;cuenca tz2;0;0
6227;2019-01-23;tapiales tx2;0;0
6228;2019-01-23;cordoba tx2;0;0
6229;2019-01-23;moron belgrano tx2;0;0
6230;2019-01-23;libreria origami;0;0
6231;2019-01-23;maipu yerbal tx2;0;0
6232;2019-01-23;lopez tx2;0;0
6233;2019-01-23;maipu 62 tx2;0;0
6234;2019-01-23;independencia tx2;0;0
6235;2019-01-23;maipu 24 tx2;0;0
6236;2019-01-24;calvo santa fe;0;0
6237;2019-01-24;asamblea tx2;0;0
6238;2019-01-24;murature tx2;0;0
6240;2019-01-25;santos tx2;0;0
6241;2019-01-25;hurlingham tx2;0;0
6242;2019-01-25;caseros crovara tx2;0;0
6243;2019-01-25;silvio serrano;0;0
6244;2019-01-25;mitre avellaneda tx2;0;0
6245;2019-01-26;avenida de mayo tx2;0;0
6246;2019-01-26;martin 2521 tx2;0;0
6247;2019-01-26;LAS ROCAS;0;0
6248;2019-01-26;NULL;63823,3392;63823,33920000001
6249;2019-01-26;NULL;84247,71440000001;84247,71440000003
6250;2019-01-26;NULL;41815,1754;41815,1754
6251;2019-01-26;NULL;254670,63400000002;254670,63400000005
6252;2019-01-26;NULL;38265,94080000001;38265,940800000004
6253;2019-01-28;alsina tx2;0;0
6254;2019-01-28;pto lacroze;0;0
6255;2019-01-28;campana merlo;0;0
6256;2019-01-29;villegas 1872 tx2;0;0
6257;2019-01-29;villegas tx2;0;0
6258;2019-01-29;CASA CAMI;0;0
6259;2019-01-29;diego santa fe;0;0
6260;2019-01-29;veronica tx2;0;0
6262;2019-01-29;tapiales tx2;0;0
6263;2019-01-29;laferrere tx2;0;0
6264;2019-01-29;laoeste tx2;0;0
6265;2019-01-29;galicia tx2;0;0
6266;2019-01-29;moreno tx2;0;0
6267;2019-01-29;moreno nemesio;0;0
6268;2019-01-29;beiro 4285 tx2;0;0
6269;2019-01-29;calvo santa fe;0;0
6270;2019-01-29;cuenca tz2;0;0
6271;2019-01-29;mosconi tx2;0;0
6272;2019-01-29;katinazca tx2;0;0
6273;2019-01-29;linazca tx2;0;0
6274;2019-01-29;lopez tx2;0;0
6275;2019-01-29;maipu 24 tx2;0;0
6276;2019-01-29;maipu yerbal tx2;0;0
6278;2019-01-30;illia arieta tx2;0;0
6279;2019-01-30;illia tx2;0;0
6280;2019-01-31;mitre avellaneda tx2;0;0
6281;2019-01-31;pto lacroze;0;0
6282;2019-01-31;alberdi tx2;0;0
6283;2019-01-31;peron 3513 tx2;0;0
6284;2019-01-31;mitre 2230 tx2;0;0
6285;2019-01-31;acoyte tx2;0;0
6286;2019-01-31;munro mitre tx2;0;0
6287;2019-02-01;cesar;0;0
6290;2019-02-01;olivos tx2;0;0
6291;2019-02-01;yerbal cabildo tx2;0;0
6292;2019-02-01;carrillo tx2;0;0
6293;2019-02-01;albarellos tx2;0;0
6294;2019-02-01;moreno nemesio;331,36560000000003;331,36560000000003
6295;2019-02-03;varela calzada tx2;0;0
6296;2019-02-03;merlo tx2;0;0
6297;2019-02-03;merlo moreno;0;0
6298;2019-02-04;yrigoyen paz;0;0
6299;2019-02-04;san wilde tx2;0;0
6300;2019-02-04;avellaneda tx2;0;0
6301;2019-02-04;mitre avellaneda tx2;0;0
6302;2019-02-05;murature tx2;0;0
6303;2019-02-05;maipu yerbal tx2;0;0
6336;2019-02-05;san jose tx2;0;0
6337;2019-02-05;lomas tx2;0;0
6338;2019-02-05;calzada tx2;0;0
6339;2019-02-05;bazar umi;0;0
6340;2019-02-05;nico lomas tx2;0;0
6341;2019-02-05;riva 7579 tx2;0;0
6342;2019-02-05;eduardo rivadavia;0;0
6351;2019-02-06;azul tx2;0;0
6352;2019-02-06;belgrano tx2;0;0
6353;2019-02-06;pellegrini rodriguez;0;0
6355;2019-02-07;NULL;-19769,166600000008;-19769,166600000004
6356;2019-02-07;san arieta;0;0
6357;2019-02-07;asamblea tx2;0;0
6358;2019-02-07;pilar miguel tx2;0;0
6359;2019-02-08;NULL;11115,618800000002;11115,618800000002
6361;2019-02-09;mosconi tx2;455,35800000000006;455,35800000000006
6383;2019-02-09;NULL;56555,40000000001;56555,4
6385;2019-02-10;glew tx2;0;0
6387;2019-02-10;florida-martin tx2;0;0
6388;2019-02-10;tapia escobar tx2;0;0
6389;2019-02-10;la terminal;0;0
6390;2019-02-10;boedolomas tx2;0;0
6391;2019-02-10;yrigoyen lanus;0;0
6392;2019-02-10;nico lomas tx2;0;0
6393;2019-02-10;lomas tx2;0;0
6394;2019-02-10;san jose tx2;0;0
6395;2019-02-10;calzada tx2;0;0
6396;2019-02-10;varela calzada tx2;0;0
6397;2019-02-10;riva 7579 tx2;0;0
6398;2019-02-10;eduardo rivadavia;0;0
6399;2019-02-11;josecpaz tx2;0;0
6400;2019-02-11;saladillo tx2;0;0
6401;2019-02-12;Libreria agustina;0;0
6402;2019-02-12;lomas yrigoyen;0;0
6403;2019-02-12;rivadavia 18029;0;0
6404;2019-02-12;cesar;0;0
6406;2019-02-12;martin triunvirato;0;0
6407;2019-02-12;marcos paz tx2;0;0
6408;2019-02-12;campana merlo;0;0
6409;2019-02-12;saladillo tx2;0;0
6432;2019-02-13;torcuato tx2;0;0
6433;2019-02-13;wang tx2;0;0
6434;2019-02-13;gaona tx2;0;0
6435;2019-02-13;ciudadela tx2;0;0
6436;2019-02-13;jose maria moreno tx2;0;0
6438;2019-02-14;NULL;53994,28800000001;53994,28800000002
6439;2019-02-14;NULL;161370,36080000002;161370,36080000002
6440;2019-02-14;NULL;84485,05040000002;84485,05040000002
6441;2019-02-14;NULL;100524,67200000004;100524,67200000004
6442;2019-02-14;NULL;186476,77440000005;186476,77440000005
6443;2019-02-14;NULL;64320,84000000001;64320,84
6444;2019-02-14;NULL;32783,8968;32783,8968
6445;2019-02-14;ciudadela tx2;1083,2544000000003;1083,2544
6462;2019-02-14;castillo tx2;86,30400000000002;86,30400000000002
6473;2019-02-14;NULL;47141,44;47141,44
6481;2019-02-14;peron 3513 tx2;0;0
6482;2019-02-14;san moron tx2;0;0
6483;2019-02-14;laferrere tx2;0;0
6484;2019-02-14;olavarria tx2;0;0
6485;2019-02-14;castillo tx2;0;0
6487;2019-02-14;san martin tx2;0;0
6488;2019-02-14;mitre san martin tx2;0;0
6489;2019-02-14;lynmartin tx2;0;0
6490;2019-02-14;constituyentes tx2;0;0
6491;2019-02-14;NULL;18245,8488;18245,8488
6498;2019-02-17;lanuperon tx2;0;0
6499;2019-02-17;arribeños tx2;0;0
6500;2019-02-17;boedo cordoba tx2;0;0
6502;2019-02-17;mitrecabildo tx2;0;0
6503;2019-02-17;grand bourg tx2;0;0
6504;2019-02-17;jhonny grand bourg tx2;0;0
6505;2019-02-17;mitre avellaneda tx2;0;0
6506;2019-02-18;mercedes tx2;0;0
6507;2019-02-18;estrada tx2;0;0
6508;2019-02-18;xeng tx2;0;0
6509;2019-02-19;cordoba tx2;0;0
