
##### PATRIMONIO #####

STOCK   CLIENTES  LIQUIDEZ  PROVEEDORs  PATRIMONIO
691897  664682    80040     620217      816401

##### RANKING COMPRA CLIENTES #######

MES      DENOMINACION                                  MONTO
2018-07  independencia tx2                             $ 1812
2018-07  choy tx2                                      $ 1543
2018-07  juan mansilla tx2                             $ 1426
2018-07  gerardo tx2                                   $ 1341
2018-07  marquez tx2                                   $ 889
2018-07  lomas tx2                                     $ 592
2018-07  urquiza tx2                                   $ 546
2018-07  claypole tx2                                  $ 128
2018-08  campana merlo                                 $ 60835
2018-08  bocuzzi tx2                                   $ 21585
2018-08  xeng tx2                                      $ 17772
2018-08  laferrere tx2                                 $ 17599
2018-08  merlo tx2                                     $ 17079
2018-08  albarellos tx2                                $ 15552
2018-08  rodriguez tx2                                 $ 15034
2018-08  san fernando tx2                              $ 12517
2018-08  arribeños 2160                                $ 12515
2018-08  san wilde tx2                                 $ 12361
2018-08  avenida de mayo tx2                           $ 11813
2018-08  luisa tx2                                     $ 11275
2018-08  tapiales tx2                                  $ 11245
2018-08  entre rios tx2                                $ 10857
2018-08  grand bourg tx2                               $ 10416
2018-08  soler tx2                                     $ 10230
2018-08  medrano tx2                                   $ 10011
2018-08  yrigoyen lanus                                $ 9979
2018-08  fernando avellaneda                           $ 9929
2018-08  yrigoyen paz                                  $ 9428
2018-08  rivadavia 18029                               $ 9078
2018-08  torcuato tx2                                  $ 8998
2018-08  arribeños tx2                                 $ 8845
2018-08  glew tx2                                      $ 8768
2018-08  cesar                                         $ 8674
2018-08  julieta lanus tx2                             $ 8603
2018-08  lanus tx2                                     $ 8506
2018-08  villegas tx2                                  $ 8308
2018-08  varela calzada tx2                            $ 8270
2018-08  moreno tx2                                    $ 8081
2018-08  3 de febrero tx2                              $ 7881
2018-08  jose maria moreno tx2                         $ 7799
2018-08  casares tx2                                   $ 7555
2018-08  cordoba tx2                                   $ 7463
2018-08  vergara tx2                                   $ 7343
2018-08  kimi tx2                                      $ 7019
2018-08  luis lavalle tx2                              $ 6955
2018-08  galicia tx2                                   $ 6808
2018-08  urquiza tx2                                   $ 6648
2018-08  caseros crovara tx2                           $ 6589
2018-08  beccar tx2                                    $ 6409
2018-08  yerbal cabildo tx2                            $ 6404
2018-08  alberdi tx2                                   $ 6392
2018-08  florida-martin tx2                            $ 6379
2018-08  8000 tx2                                      $ 6357
2018-08  asamblea tx2                                  $ 6307
2018-08  LAS ROCAS                                     $ 6272
2018-08  josecpaz tx2                                  $ 6258
2018-08  maipu yerbal tx2                              $ 6124
2018-08  merlo libertador                              $ 6090
2018-08  lomas rosas                                   $ 6042
2018-08  alsina tx2                                    $ 6010
2018-08  laoeste tx2                                   $ 5842
2018-08  merlo moreno                                  $ 5731
2018-08  cuenca tz2                                    $ 5723
2018-08  colon                                         $ 5722
2018-08  claypole tx2                                  $ 5459
2018-08  linazca tx2                                   $ 5193
2018-08  santa fe tx2                                  $ 5185
2018-08  franco 5827                                   $ 5079
2018-08  villegas 1872 tx2                             $ 5062
2018-08  moreno nemesio                                $ 4913
2018-08  lopez tx2                                     $ 4821
2018-08  monroe tx2                                    $ 4794
2018-08  caseros tx2                                   $ 4715
2018-08  pacheco tx2                                   $ 4679
2018-08  cabildo 1757                                  $ 4471
2018-08  gustavo lomas tx2                             $ 4118
2018-08  martelo tx2                                   $ 3987
2018-08  lucas castillo tx2                            $ 3911
2018-08  belgrano tx2                                  $ 3631
2018-08  catan tx2                                     $ 3567
2018-08  martin triunvirato                            $ 3439
2018-08  gaona tx2                                     $ 3411
2018-08  libreria stockler                             $ 3376
2018-08  moron tx2                                     $ 3333
2018-08  maipu 24 tx2                                  $ 3301
2018-08  mitre avellaneda tx2                          $ 2918
2018-08  san jose tx2                                  $ 2672
2018-08  san isidro tx2                                $ 2611
2018-08  liniers tx2                                   $ 2524
2018-08  peron 3513 tx2                                $ 2497
2018-08  big store                                     $ 2450
2018-08  jhonny grand bourg tx2                        $ 2437
2018-08  lafenacional                                  $ 2344
2018-08  lalee tx2                                     $ 2271
2018-08  rivadavia tx2                                 $ 2218
2018-08  lynmartin tx2                                 $ 2204
2018-08  martin merlo                                  $ 2197
2018-08  calzada tx2                                   $ 2033
2018-08  NICO LOMAS TX2                                $ 1798
2018-08  ciudadela tx2                                 $ 1716
2018-08  mercedes tx2                                  $ 1431
2018-08  pilar miguel tx2                              $ 1000
2018-08  podesta tx2                                   $ 511
2018-08  santos tx2                                    $ 511
2018-08  mitre san martin tx2                          $ 455
2018-08  bingocrovara tx2                              $ 401
2018-09  LAS ROCAS                                     $ 57096
2018-09  la terminal                                   $ 46435
2018-09  pellegrini rodriguez                          $ 34149
2018-09  rodriguez tx2                                 $ 27993
2018-09  HAEDO TX2                                     $ 24810
2018-09  illia santamarina                             $ 23896
2018-09  illia french                                  $ 23750
2018-09  moreno tx2                                    $ 23356
2018-09  san wilde tx2                                 $ 22478
2018-09  vergara tx2                                   $ 21278
2018-09  veronica tx2                                  $ 21136
2018-09  pacheco tx2                                   $ 20829
2018-09  mitre 2230 tx2                                $ 20304
2018-09  san martin tx2                                $ 19494
2018-09  silvio serrano                                $ 17832
2018-09  lynmartin tx2                                 $ 16984
2018-09  noi tx2                                       $ 16537
2018-09  marcos paz tx2                                $ 15727
2018-09  catan tx2                                     $ 15576
2018-09  hurlingham tx2                                $ 14966
2018-09  torcuato tx2                                  $ 14404
2018-09  lujan tx2                                     $ 14376
2018-09  merlo libertador                              $ 14096
2018-09  mercedes tx2                                  $ 13304
2018-09  san justo tx2                                 $ 13184
2018-09  beccar tx2                                    $ 13088
2018-09  illia tx2                                     $ 13034
2018-09  mosconi tx2                                   $ 12977
2018-09  san moron tx2                                 $ 12753
2018-09  claypole tx2                                  $ 12476
2018-09  bingocrovara tx2                              $ 12131
2018-09  colon                                         $ 11959
2018-09  san fernando tx2                              $ 11619
2018-09  cesar                                         $ 11565
2018-09  lomas yrigoyen                                $ 11543
2018-09  san arieta                                    $ 11466
2018-09  achupallas tx2                                $ 11115
2018-09  soler tx2                                     $ 11055
2018-09  dpalomar                                      $ 10981
2018-09  peron miguel                                  $ 10832
2018-09  yrigoyen paz                                  $ 10752
2018-09  olivos tx2                                    $ 10524
2018-09  galicia tx2                                   $ 10407
2018-09  carlos tx2                                    $ 10342
2018-09  diego santa fe                                $ 10226
2018-09  3 de febrero tx2                              $ 10178
2018-09  jauretche tx2                                 $ 9879
2018-09  libreria thomas                               $ 9736
2018-09  alberdi tx2                                   $ 9580
2018-09  pueyrredon tx2                                $ 9212
2018-09  rivadavia 2379 tx2                            $ 9177
2018-09  belgrano tx2                                  $ 9113
2018-09  cordoba tx2                                   $ 8902
2018-09  liniers tx2                                   $ 8831
2018-09  forest 581 tx2                                $ 8686
2018-09  martin 2521 tx2                               $ 8611
2018-09  podesta tx2                                   $ 8364
2018-09  castillo tx2                                  $ 8318
2018-09  xeng tx2                                      $ 8210
2018-09  peron 3513 tx2                                $ 7962
2018-09  moron tx2                                     $ 7928
2018-09  velez sarsfield tx2                           $ 7515
2018-09  santos tx2                                    $ 7191
2018-09  mitre san martin tx2                          $ 7078
2018-09  asamblea tx2                                  $ 7019
2018-09  zac navarro                                   $ 6790
2018-09  libreria origami                              $ 6711
2018-09  lopez tx2                                     $ 6684
2018-09  congreso tx2                                  $ 6677
2018-09  lacroze tx2                                   $ 6226
2018-09  rivadavia 18029                               $ 6199
2018-09  arieta 3127 tx2                               $ 5941
2018-09  avellaneda tx2                                $ 5923
2018-09  moron belgrano tx2                            $ 5842
2018-09  tapiales tx2                                  $ 5723
2018-09  alsina tx2                                    $ 5651
2018-09  rolon tx2                                     $ 5591
2018-09  navarro las heras                             $ 4896
2018-09  suarez tx2                                    $ 4826
2018-09  franco 5827                                   $ 4669
2018-09  lafeluro tx2                                  $ 4502
2018-09  lalee tx2                                     $ 4438
2018-09  martin triunvirato                            $ 4135
2018-09  kimi tx2                                      $ 3621
2018-09  independencia tx2                             $ 3496
2018-09  ruta 23 tx2                                   $ 3354
2018-09  jose maria moreno tx2                         $ 3300
2018-09  marquez tx2                                   $ 3216
2018-09  maipu 24 tx2                                  $ 3194
2018-09  san isidro tx2                                $ 3112
2018-09  cordoba 2566                                  $ 2940
2018-09  gaona tx2                                     $ 2853
2018-09  mitre avellaneda tx2                          $ 2782
2018-09  yerbal cabildo tx2                            $ 2686
2018-09  riva 7579 tx2                                 $ 2535
2018-09  lucas castillo tx2                            $ 2450
2018-09  lafenacional                                  $ 2414
2018-09  chacarita tx2                                 $ 1989
2018-09  casares tx2                                   $ 1922
2018-09  merlo tx2                                     $ 1748
2018-09  libreria los primos                           $ 1378
2018-09  medrano tx2                                   $ 518
2018-09  fischetti tx2                                 $ 238
2018-10  la terminal                                   $ 28809
2018-10  vicente grande tx2                            $ 26660
2018-10  moron tx2                                     $ 25327
2018-10  virreyes tx2                                  $ 21799
2018-10  moreno tx2                                    $ 20209
2018-10  martin solano                                 $ 19617
2018-10  quilmes tx2                                   $ 19104
2018-10  merlo tx2                                     $ 17635
2018-10  josecpaz tx2                                  $ 17383
2018-10  mercedes tx2                                  $ 17370
2018-10  san pedro tx2                                 $ 17227
2018-10  tapiales tx2                                  $ 17181
2018-10  parque chas tx2                               $ 16820
2018-10  ciudadela tx2                                 $ 16587
2018-10  belgrano tx2                                  $ 16531
2018-10  moron belgrano tx2                            $ 16504
2018-10  cesar                                         $ 16342
2018-10  marcos paz tx2                                $ 16241
2018-10  lanus tx2                                     $ 15441
2018-10  LAS ROCAS                                     $ 15413
2018-10  albarellos tx2                                $ 14931
2018-10  san arieta                                    $ 14681
2018-10  yrigoyen paz                                  $ 14533
2018-10  pilar miguel tx2                              $ 14066
2018-10  laferrere tx2                                 $ 14039
2018-10  santos tx2                                    $ 13874
2018-10  casares tx2                                   $ 13777
2018-10  martin merlo                                  $ 13758
2018-10  soler tx2                                     $ 11996
2018-10  yrigoyen lanus                                $ 11832
2018-10  banfield tx2                                  $ 11516
2018-10  san jose tx2                                  $ 11507
2018-10  san wilde tx2                                 $ 11241
2018-10  moreno nemesio                                $ 11204
2018-10  juan cesar                                    $ 11056
2018-10  san isidro tx2                                $ 10476
2018-10  avenida de mayo tx2                           $ 10446
2018-10  maipu yerbal tx2                              $ 9929
2018-10  lomas tx2                                     $ 9813
2018-10  medrano tx2                                   $ 9685
2018-10  boedo cordoba tx2                             $ 9638
2018-10  rodriguez tx2                                 $ 9605
2018-10  katinazca tx2                                 $ 9599
2018-10  NICO LOMAS TX2                                $ 9553
2018-10  merlo moreno                                  $ 9515
2018-10  domingo peron tx2                             $ 9492
2018-10  mitre san martin tx2                          $ 9354
2018-10  fernando avellaneda                           $ 9326
2018-10  jhonny grand bourg tx2                        $ 9290
2018-10  choy tx2                                      $ 8398
2018-10  balbin miguel                                 $ 8378
2018-10  san moron tx2                                 $ 8200
2018-10  florida-martin tx2                            $ 7972
2018-10  big store                                     $ 7872
2018-10  martin 2521 tx2                               $ 7757
2018-10  beiro 4285 tx2                                $ 7560
2018-10  juan mansilla tx2                             $ 7522
2018-10  asamblea tx2                                  $ 7511
2018-10  lujan tx2                                     $ 7400
2018-10  rivadavia tx2                                 $ 7076
2018-10  alsina tx2                                    $ 7044
2018-10  lomas yrigoyen                                $ 6400
2018-10  marquez tx2                                   $ 6393
2018-10  castillo tx2                                  $ 6231
2018-10  lopez tx2                                     $ 6208
2018-10  caseros tx2                                   $ 6203
2018-10  santa fe tx2                                  $ 6131
2018-10  mosconi belgrano tx2                          $ 6094
2018-10  corrientes 2 tx2                              $ 6026
2018-10  calzada tx2                                   $ 5953
2018-10  solano tx2                                    $ 5854
2018-10  liniers tx2                                   $ 5793
2018-10  urquiza tx2                                   $ 5448
2018-10  lucas castillo tx2                            $ 5301
2018-10  laoeste tx2                                   $ 5103
2018-10  martin triunvirato                            $ 5064
2018-10  gaona tx2                                     $ 4724
2018-10  celina tx2                                    $ 4702
2018-10  maipu 24 tx2                                  $ 4670
2018-10  alem vicente tx2                              $ 4477
2018-10  peron 3513 tx2                                $ 4387
2018-10  cobo tx2                                      $ 3975
2018-10  carrillo tx2                                  $ 3805
2018-10  bocuzzi tx2                                   $ 3800
2018-10  herrera celina tx2                            $ 3783
2018-10  mosconi tx2                                   $ 3582
2018-10  beccar tx2                                    $ 3462
2018-10  mitre avellaneda tx2                          $ 3440
2018-10  lafenacional                                  $ 3288
2018-10  rolon tx2                                     $ 3003
2018-10  bazar umi                                     $ 2770
2018-10  julieta lanus tx2                             $ 2737
2018-10  kimi tx2                                      $ 2672
2018-10  peron miguel                                  $ 2625
2018-10  lynmartin tx2                                 $ 2445
2018-10  pto lacroze                                   $ 2168
2018-10  arieta 3127 tx2                               $ 2052
2018-10  CASA CAMI                                     $ 1939
2018-10  rivadavia 18029                               $ 1763
2018-10  forest 581 tx2                                $ 1243
2018-10  lalee tx2                                     $ 833
2018-10  chacarita tx2                                 $ 738
2018-10  eva san juan tx2                              $ 445
2018-10  fischetti tx2                                 $ 308
2018-10  galicia tx2                                   $ 286
2018-11  pellegrini rodriguez                          $ 40046
2018-11  saladillo tx2                                 $ 35630
2018-11  moreno mitre tx2                              $ 29918
2018-11  illia arieta tx2                              $ 26640
2018-11  illia murguiondo                              $ 26408
2018-11  eduardo rivadavia                             $ 26321
2018-11  san martin tx2                                $ 23322
2018-11  cesar                                         $ 22791
2018-11  rodriguez tx2                                 $ 22455
2018-11  torcuato tx2                                  $ 20954
2018-11  san luisa tx2                                 $ 20371
2018-11  la terminal                                   $ 20312
2018-11  silvio serrano                                $ 19749
2018-11  ramos tx2                                     $ 19463
2018-11  laoeste tx2                                   $ 17983
2018-11  marcos paz tx2                                $ 16304
2018-11  el jaguel tx2                                 $ 15495
2018-11  vicente jose tx2                              $ 15264
2018-11  soler tx2                                     $ 15228
2018-11  illia santamarina                             $ 14935
2018-11  luisa tx2                                     $ 14785
2018-11  lanuperon tx2                                 $ 13951
2018-11  caseros tx2                                   $ 13764
2018-11  ciudadela tx2                                 $ 13321
2018-11  josecpaz tx2                                  $ 13116
2018-11  pilar miguel tx2                              $ 13049
2018-11  nazca 2968 tx2                                $ 12947
2018-11  martin 2521 tx2                               $ 12618
2018-11  zac 25 de mayo                                $ 12124
2018-11  caseros crovara tx2                           $ 12065
2018-11  santa fe tx2                                  $ 11771
2018-11  san isidro tx2                                $ 11542
2018-11  claypole tx2                                  $ 11476
2018-11  riva 7579 tx2                                 $ 11460
2018-11  alsina tx2                                    $ 11166
2018-11  3 de febrero tx2                              $ 11026
2018-11  tapia escobar tx2                             $ 10830
2018-11  peron miguel                                  $ 10630
2018-11  bingocrovara tx2                              $ 10484
2018-11  zac navarro                                   $ 10437
2018-11  fernando avellaneda                           $ 10305
2018-11  kimi tx2                                      $ 10271
2018-11  navarro las heras                             $ 10235
2018-11  veronica tx2                                  $ 9925
2018-11  españa tx2                                    $ 9389
2018-11  lynmartin tx2                                 $ 9305
2018-11  lomas rosas                                   $ 9273
2018-11  martelo tx2                                   $ 9125
2018-11  cabildo 1757                                  $ 9054
2018-11  san pedro tx2                                 $ 8888
2018-11  lafeluro tx2                                  $ 8756
2018-11  liniers tx2                                   $ 8549
2018-11  glew tx2                                      $ 8316
2018-11  mitre san martin tx2                          $ 8105
2018-11  avenida de mayo tx2                           $ 8095
2018-11  diego santa fe                                $ 8035
2018-11  linazca tx2                                   $ 7889
2018-11  julieta lanus tx2                             $ 7779
2018-11  independencia tx2                             $ 7653
2018-11  asamblea tx2                                  $ 7562
2018-11  balbin tx2                                    $ 7423
2018-11  8000 tx2                                      $ 7315
2018-11  galicia tx2                                   $ 7239
2018-11  rolon tx2                                     $ 7033
2018-11  martin merlo                                  $ 6860
2018-11  castillo tx2                                  $ 6770
2018-11  eva tx2                                       $ 6734
2018-11  yerbal cabildo tx2                            $ 6732
2018-11  martin triunvirato                            $ 6571
2018-11  virreyes tx2                                  $ 6560
2018-11  santos tx2                                    $ 6546
2018-11  alberdi tx2                                   $ 6495
2018-11  xeng tx2                                      $ 6283
2018-11  lujan tx2                                     $ 6242
2018-11  libreria jorge                                $ 6203
2018-11  ruta 23 tx2                                   $ 6116
2018-11  illia french                                  $ 6094
2018-11  beiro 4285 tx2                                $ 5942
2018-11  peron 3513 tx2                                $ 5598
2018-11  constituyentes tx2                            $ 5499
2018-11  acoyte tx2                                    $ 4971
2018-11  lavalle tx2                                   $ 4817
2018-11  belgrano tx2                                  $ 4672
2018-11  jose maria moreno tx2                         $ 4531
2018-11  urquiza tx2                                   $ 4428
2018-11  moreno tx2                                    $ 4384
2018-11  flores tx2                                    $ 4143
2018-11  laferrere tx2                                 $ 3716
2018-11  lalee tx2                                     $ 3641
2018-11  cordoba tx2                                   $ 3635
2018-11  la matanza tx2                                $ 3532
2018-11  rivadavia tx2                                 $ 3515
2018-11  avellaneda tx2                                $ 3157
2018-11  gaona tx2                                     $ 2924
2018-11  calzada tx2                                   $ 2917
2018-11  merlo tx2                                     $ 2834
2018-11  podesta tx2                                   $ 2630
2018-11  mitre avellaneda tx2                          $ 2567
2018-11  medrano tx2                                   $ 2391
2018-11  san jose tx2                                  $ 2288
2018-11  luis lavalle tx2                              $ 2230
2018-11  gerardo tx2                                   $ 2153
2018-11  beccar tx2                                    $ 2109
2018-11  santa fe 3480                                 $ 1851
2018-11  libreria windsor                              $ 1802
2018-11  juan mansilla tx2                             $ 1760
2018-11  chacarita tx2                                 $ 1024
2018-11  marquez tx2                                   $ 850
2018-11  moreno nemesio                                $ 132
2018-12  vergara tx2                                   $ 29378
2018-12  bocuzzi tx2                                   $ 28373
2018-12  LAS ROCAS                                     $ 26240
2018-12  centenario 234 tx2                            $ 24987
2018-12  tapia escobar tx2                             $ 24911
2018-12  pacheco tx2                                   $ 22894
2018-12  mercedes tx2                                  $ 21966
2018-12  lavalle tx2                                   $ 21136
2018-12  san wilde tx2                                 $ 20500
2018-12  rodriguez tx2                                 $ 18958
2018-12  soler tx2                                     $ 18787
2018-12  pellegrini rodriguez                          $ 18761
2018-12  avenida de mayo tx2                           $ 18631
2018-12  munro mitre tx2                               $ 17881
2018-12  jauretche tx2                                 $ 16313
2018-12  casares tx2                                   $ 16095
2018-12  moreno tx2                                    $ 15380
2018-12  san martin tx2                                $ 15211
2018-12  3 de febrero tx2                              $ 14543
2018-12  rivadavia 2379 tx2                            $ 13952
2018-12  podesta tx2                                   $ 13826
2018-12  franco 5827                                   $ 13565
2018-12  marcos paz tx2                                $ 13563
2018-12  jose maria moreno tx2                         $ 13425
2018-12  NICO LOMAS TX2                                $ 12403
2018-12  laferrere tx2                                 $ 12079
2018-12  catan tx2                                     $ 11641
2018-12  cordoba tx2                                   $ 11073
2018-12  españa tx2                                    $ 11028
2018-12  lujan tx2                                     $ 10611
2018-12  martin solano                                 $ 10587
2018-12  florida-martin tx2                            $ 10546
2018-12  liniers tx2                                   $ 10515
2018-12  merlo libertador                              $ 9939
2018-12  alberdi tx2                                   $ 9766
2018-12  lanus tx2                                     $ 9761
2018-12  estrada tx2                                   $ 9584
2018-12  laoeste tx2                                   $ 9511
2018-12  noi tx2                                       $ 8924
2018-12  asamblea tx2                                  $ 8882
2018-12  martin merlo                                  $ 8760
2018-12  martin triunvirato                            $ 8740
2018-12  mosconi tx2                                   $ 8708
2018-12  boedolomas tx2                                $ 8684
2018-12  solano tx2                                    $ 8558
2018-12  lomas yrigoyen                                $ 8517
2018-12  25 avellaneda tx2                             $ 8484
2018-12  maipu yerbal tx2                              $ 8423
2018-12  xeng tx2                                      $ 8164
2018-12  caseros crovara tx2                           $ 8046
2018-12  congreso tx2                                  $ 7782
2018-12  mitre san martin tx2                          $ 7518
2018-12  santos tx2                                    $ 7479
2018-12  rivadavia tx2                                 $ 7194
2018-12  nazca 2968 tx2                                $ 6984
2018-12  beiro 4285 tx2                                $ 6803
2018-12  galicia tx2                                   $ 6742
2018-12  lopez tx2                                     $ 6569
2018-12  belgrano tx2                                  $ 6442
2018-12  maipu 24 tx2                                  $ 6113
2018-12  yerbal cabildo tx2                            $ 5887
2018-12  peron 3513 tx2                                $ 5574
2018-12  illia french                                  $ 5556
2018-12  san jose tx2                                  $ 5475
2018-12  beccar tx2                                    $ 5163
2018-12  illia santamarina                             $ 5137
2018-12  alsina tx2                                    $ 5118
2018-12  corrientes 2 tx2                              $ 4466
2018-12  kimi tx2                                      $ 4376
2018-12  rolon tx2                                     $ 3927
2018-12  lalee tx2                                     $ 3841
2018-12  moreno mitre tx2                              $ 3820
2018-12  castillo tx2                                  $ 3806
2018-12  lafenacional                                  $ 3656
2018-12  big store                                     $ 3402
2018-12  CASA CAMI                                     $ 2972
2018-12  olavarria tx2                                 $ 2838
2018-12  forest 581 tx2                                $ 2809
2018-12  urquiza tx2                                   $ 2720
2018-12  santa fe tx2                                  $ 2243
2018-12  chacarita tx2                                 $ 2068
2018-12  mitre avellaneda tx2                          $ 2021
2018-12  lynmartin tx2                                 $ 1417
2018-12  marquez tx2                                   $ 1412
2018-12  ruta 23 tx2                                   $ 1005
2018-12  gaona tx2                                     $ 747
2018-12  lanuperon tx2                                 $ 350

##### RANKING DE PRODUCTOS #######

RUBRO       ARTICULO
ESCOLAR     ADHESIVO VINILICO X250g UNICO
ESCOLAR     ADHESIVO VINILICO X30g UNICO
ESCOLAR     ADHESIVO VINILICO X500g UNICO
ESCOLAR     ADHESIVO VINILICO X100g UNICO
ESCOLAR     ADHESIVO VINILICO X50g UNICO
ESCOLAR     ADHESIVO VINILICO X1Kg UNICO
ESCOLAR     TEMPERA CAJITA X10 8cc SURTIDAS
ESCOLAR     TIZA COLOR X12 COLOR
ESCOLAR     PORCELANA FRIA X250grs UNICA X250grs
ESCOLAR     ADHESIVO SINTETICO X30g UNICO
ESCOLAR     ADHESIVO GLITTER x30g SURTIDO
ESCOLAR     PORCELANA FRIA X500grs UNICA X500grs
ESCOLAR     ADHESIVO COLOR X30g SURTIDOS
ESCOLAR     PLASTILINA X10 BARRITAS SURTIDA
ESCOLAR     TIZA BLANCAS X12 BLANCAS
ESCOLAR     ACRILICO CAJITA X10 8cc SURTIDA
ESCOLAR     ARCILLA X300grs UNICO
ESCOLAR     PLASTILINA X24 PANCITOS SURTIDA
ESCOLAR     LAPICES SIGMA COLOR LARGOS X24u UNICO
ESCOLAR     TEMPERA POTE X300grs BLANCO
ESCOLAR     LAPICES SIGMA COLOR LARGOS X12u UNICO
ESCOLAR     CORRECTOR LIQUIDO FILGO X24u UNICO
ESCOLAR     PORCELANA FRIA X1Kg UNICA X1Kg
ESCOLAR     PLASTILINA X6 BARRITAS SURTIDA
ESCOLAR     TEMPERA POTE X300grs NEGRO
ESCOLAR     TEMPERA POTE X300grs ROJO SENAL
ESCOLAR     TEMPERA POTE X300grs ROSA
ESCOLAR     TEMPERA POTE X300grs ALLO MEDIO
ESCOLAR     TEMPERA POTE X300grs AZUL MEDIO
ESCOLAR     TEMPERA POTE X300grs ROJO BERMELLON
ESCOLAR     RESALTADORES LIGHTER FINE NEON X12u AMARILLO
ESCOLAR     ACUARELA PALETA X12past. PALETA
ESCOLAR     TEMPERA POTE X300grs CELESTE
ESCOLAR     LAPICES SIGMA COLOR CORTOS X12u UNICO
ESCOLAR     PLASTILINA FLUO X6 BARRITAS FLUO SURTIDAS
ESCOLAR     TEMPERA POMO X250grs BLANCO
ESCOLAR     RESALTADORES TEXT MARKER X12u AMARILLO
ESCOLAR     TEMPERA POTE X300grs VERDE MEDIO
ESCOLAR     LAPICES SIGMA COLOR CORTOS X6u UNICO
ESCOLAR     TEMPERA POTE X300grs NARANJA
ESCOLAR     TEMPERA POTE X300grs VIOLETA
ESCOLAR     TEMPERA POTE X300grs ALLO LIMON
ESCOLAR     MARCADORES ESCOLARES X10u UNICO
ESCOLAR     RESALTADORES LIGHTER FINE NEON X12u ROSA
ESCOLAR     RESALTADORES LIGHTER FINE NEON X12u NARANJA
ESCOLAR     TEMPERA POTE X300grs VERDE OBSCURO
ESCOLAR     TEMPERA POTE X300grs AZUL ULTRAMAR
ESCOLAR     MARCADORES ESCOLARES X20u UNICO
ESCOLAR     TEMPERA POTE X300grs MARRON
ESCOLAR     RESALTADORES LIGHTER FINE NEON X12u VERDE
ESCOLAR     MEZCLADOR 005 x10cav. 005 x10cav.
ESCOLAR     RESALTADORES LIGHTER FINE NEON X12u VIOLETA
ESCOLAR     RESALTADORES LIGHTER FINE NEON X12u AZUL
ESCOLAR     RESALTADORES TEXT MARKER X12u AZUL
ESCOLAR     RESALTADORES TEXT MARKER X12u ROSA
ESCOLAR     TEMPERA POMO X250grs NEGRO
ESCOLAR     TEMPERA POMO X250grs ROSA
ESCOLAR     ACUARELA RECT. X12past. RECTANGULAR X12
ESCOLAR     RESALTADORES TEXT MARKER X12u NARANJA
ESCOLAR     RESALTADORES TEXT MARKER X12u VIOLETA
ESCOLAR     RESALTADORES TEXT MARKER X12u VERDE
ESCOLAR     TEMPERA POMO X250grs ROJO SENAL
ESCOLAR     PLASTILINA BARRA X200grs BLANCO
ESCOLAR     PLASTILINA BARRA X200grs ROJO
ESCOLAR     CRAYONES CERA X12 SURTIDO
ESCOLAR     LAPICES SIGMA NEGRO X12u UNICO
ESCOLAR     TEMPERA POMO X250grs ROJO BERMELLON
ESCOLAR     TEMPERA POMO X250grs ALLO MEDIO
ESCOLAR     TEMPERA POMO X250grs AZUL MEDIO
ESCOLAR     MEZCLADOR 013 x10cav. 013 x10cav.
ESCOLAR     PLASTILINA BARRA X200grs VERDE
ESCOLAR     PLASTILINA BARRA X200grs AMARILLO
ESCOLAR     TEMPERA POMO X250grs CELESTE
ESCOLAR     PLASTILINA BARRA X200grs ROSA
ESCOLAR     TIZA COLOR X144 COLOR
ESCOLAR     TEMPERA POMO X250grs VERDE MEDIO
ESCOLAR     PLASTILINA BARRA X200grs VIOLETA
ESCOLAR     TEMPERA POMO X250grs ALLO LIMON
ESCOLAR     TEMPERA POMO X250grs VIOLETA
ESCOLAR     PLASTILINA BARRA X200grs NARANJA
ESCOLAR     TEMPERA POMO X250grs AZUL ULTRAMAR
ESCOLAR     TEMPERA POMO X250grs VERDE OBSCURO
ESCOLAR     TIZA BLANCA X144 BLANCAA
ESCOLAR     PLASTILINA BARRA X200grs AZUL
ESCOLAR     TEMPERA POMO X250grs NARANJA
ESCOLAR     PLASTILINA BARRA X200grs CELESTE
ESCOLAR     MARCADORES ESCOLARES X6u UNICO
ESCOLAR     TEMPERA POMO X250grs MARRON
ESCOLAR     PLASTILINA BARRA X200grs NEGRO
ESCOLAR     ACUARELA RECT. X6past. RECTANGULAR X6
ESCOLAR     PLASTILINA BARRA X200grs MARRON
ESCOLAR     CRAYONES JARDINCITO X12 SURTIDO
ESCOLAR     CRAYONES CERA X6 SURTIDO
ESCOLAR     TEMPERA CAJITA X10 8cc BLANCO
ESCOLAR     TEMPERA CAJITA X10 8cc NEGRO
ESCOLAR     MEZCLADOR 105 x10cav. 105 x10cav.
ESCOLAR     CRAYONES JARDINCITO X6 SURTIDO
ESCOLAR     TEMPERA CAJITA X10 8cc ROJO SENAL
ESCOLAR     MEZCLADOR 113 x10cav. 113 x10cav.
ESCOLAR     TEMPERA CAJITA X10 8cc ALLO MEDIO
ESCOLAR     TEMPERA CAJITA X10 8cc AZUL MEDIO
ESCOLAR     LAPICERA PLUMA JET PEN X24u UNICO
ESCOLAR     TEMPERA CAJITA X10 8cc VERDE MEDIO
ESCOLAR     LAPICERA JET ROLLER X24u UNICO
ESCOLAR     CRAYONES FLUO JARDINCITO X6 SURTIDOS FLUO
ESCOLAR     PLASTILINA X24 PANCITOS ROJO
ESCOLAR     TEMPERA CAJITA X10 8cc CELESTE
ESCOLAR     PLASTILINA X24 PANCITOS VERDE
